lemma,part_of_speech,synonyms
tenebrific,satellite,tenebrous;tenebrious
tenebrious,satellite,tenebrous;tenebrific
tenebrous,satellite,tenebrific;tenebrious
tenfold,satellite,ten-fold;denary
tenor,noun,tenor voice|strain
tense,verb,strain|tense up|strain;tense up
tensed,verb,strain;tense|tense|tense;tense up|tense;strain;tense up
tensile,satellite,ductile;malleable;pliable;pliant;tractile
tentative,satellite,probationary;provisional;provisionary|doubtful
tenth,noun,one-tenth;tenth part;ten percent
tenth,satellite,10th
tenuous,satellite,flimsy;fragile;slight;thin
tenured,verb,tenure
tepid,satellite,lukewarm|halfhearted;half-hearted;lukewarm
terefah,satellite,nonkosher;tref
terminal,noun,terminus;depot|pole|end
terminal,satellite,concluding;final;last
terminated,verb,end;terminate|end;stop;finish;terminate;cease|end;terminate|displace;fire;give notice;can;dismiss;give the axe;send away;sack;force out;give the sack;terminate
terminated,satellite,complete;concluded;ended;over;all over
ternary,noun,three;3;III;trio;threesome;tierce;leash;troika;triad;trine;trinity;ternion;triplet;tercet;terzetto;trey;deuce-ace
ternary,satellite,treble;triple;triplex
terpsichorean,noun,dancer;professional dancer
terrene,adjective,tellurian;telluric;terrestrial
terrene,satellite,mundane
terrestrial,adjective,tellurian;telluric;terrene|planetary
terrestrial,satellite,mundane|sublunar;sublunary
terrible,satellite,awful;dire;direful;dread;dreaded;dreadful;fearful;fearsome;frightening;horrendous;horrific|atrocious;abominable;awful;dreadful;painful;unspeakable|severe;wicked|frightful;awful;tremendous
terrific,satellite,fantastic;grand;howling;marvelous;marvellous;rattling;tremendous;wonderful;wondrous|terrifying
terrified,verb,terrify;terrorize;terrorise
terrified,satellite,panicky;panicked;panic-stricken;panic-struck;frightened
terrifying,verb,terrify;terrorize;terrorise
terrifying,satellite,terrific
territorial,noun,territorial reserve
terror-stricken,satellite,terror-struck
terror-struck,satellite,terror-stricken
terse,satellite,crisp;curt;laconic
tertiary,noun,Tertiary;Tertiary period
tertiary,satellite,third;3rd
tessellated,verb,tessellate|tessellate
testate,noun,testator
tested,verb,test;prove;try;try out;examine;essay|screen;test|quiz;test|test|test|test|test
tested,satellite,tried;well-tried|time-tested;tried;tried and true
testimonial,noun,testimony|tribute|recommendation;good word
testy,satellite,cranky;fractious;irritable;nettlesome;peevish;peckish;pettish;petulant;scratchy;tetchy;techy
tetchy,satellite,cranky;fractious;irritable;nettlesome;peevish;peckish;pettish;petulant;scratchy;testy;techy
tete-a-tete,noun,love seat;loveseat;vis-a-vis
tete-a-tete,satellite,head-to-head
tethered,verb,tether
teutonic,adjective,Teutonic;Germanic
texan,noun,Texan
texan,adjective,Texan
textbook,noun,text;text edition;schoolbook;school text
textbook,satellite,casebook
textile,noun,fabric;cloth;material
textured,satellite,rough-textured;coarse-textured
thai,noun,Thai;Tai;Siamese|Thai;Siamese;Central Thai
thai,adjective,Thai;Tai;Siamese|Thai;Tai;Siamese|Thai;Tai;Siamese
thankful,adjective,grateful
thankless,adjective,ungrateful;unthankful
thankless,satellite,unappreciated;ungratifying
thawed,verb,dissolve;thaw;unfreeze;unthaw;dethaw;melt
theatrical,noun,theatrical performance;representation;histrionics
theban,noun,Theban|Theban
theban,adjective,Theban|Theban
theist,adjective,theistical;theistic
theistic,adjective,theist;theistical
theistical,adjective,theist;theistic
then,adverb,so;and so;and then
thenal,adjective,thenar
thenar,noun,palm
thenar,adjective,thenal
theoretic,adjective,theoretical
theoretical,adjective,theoretic
therapeutic,noun,remedy;curative;cure
therapeutic,satellite,curative;healing;alterative;remedial;sanative
therapeutic,adjective,therapeutical
therapeutical,adjective,therapeutic
thermal,adjective,thermic;caloric
thermic,adjective,thermal;caloric
thermodynamic,adjective,thermodynamical
thermodynamical,adjective,thermodynamic
thermoelectric,adjective,thermoelectrical
thermoelectrical,adjective,thermoelectric
thermogravimetric,adjective,thermohydrometric
thermohydrometric,adjective,thermogravimetric
thermoplastic,noun,thermoplastic resin
thermoset,adjective,thermosetting
thermosetting,adjective,thermoset
thespian,noun,actor;histrion;player;role player
thick,noun,midst
thick,satellite,slurred|compact;heavyset;stocky;thickset|dense|deep|chummy;buddy-buddy|blockheaded;boneheaded;duncical;duncish;fatheaded;loggerheaded;thickheaded;thick-skulled;wooden-headed
thick,adverb,thickly|thickly
thick-skinned,satellite,tough-skinned
thick-skulled,satellite,blockheaded;boneheaded;duncical;duncish;fatheaded;loggerheaded;thick;thickheaded;wooden-headed
thickened,verb,thicken;inspissate|thicken;inspissate|thicken;inspissate
thickened,satellite,calloused;callous
thickening,noun,thickener|node;knob|inspissation
thickening,verb,thicken;inspissate|thicken;inspissate|thicken;inspissate
thickening,satellite,deepening
thickheaded,satellite,blockheaded;boneheaded;duncical;duncish;fatheaded;loggerheaded;thick;thick-skulled;wooden-headed
thickly settled,satellite,populous
thickset,satellite,compact;heavyset;stocky;thick
thieving,noun,larceny;theft;thievery;stealing
thieving,verb,hook;snitch;thieve;cop;knock off;glom
thieving,satellite,thievish
thievish,satellite,thieving
thin,verb,dilute;thin out;reduce;cut|reduce;melt off;lose weight;slim;slenderize;slim down
thin,adjective,lean
thin,satellite,slender|sparse|flimsy;fragile;slight;tenuous
thin,adverb,thinly
thin-bodied,satellite,slim-bodied;slender-bodied
thin-skinned,satellite,huffy;feisty;touchy
thinking,noun,thought;thought process;cerebration;intellection;mentation
thinking,verb,think;believe;consider;conceive|think;opine;suppose;imagine;reckon;guess|think;cogitate;cerebrate|remember;retrieve;recall;call back;call up;recollect;think|think|think|intend;mean;think|think|think|think|think|think|think
thinking,satellite,intelligent;reasoning
thinned,verb,thin|thin|dilute;thin;thin out;reduce;cut|reduce;melt off;lose weight;slim;slenderize;thin;slim down
thinned,satellite,cut;weakened
third,noun,one-third;tierce|third base|third gear|third base
third,satellite,3rd;tertiary
third,adverb,thirdly
third-dimensional,satellite,three-dimensional;3-dimensional;three-d
third-year,satellite,junior;next-to-last
thirsty,satellite,athirst;hungry
thirteen,noun,13;XIII;baker's dozen;long dozen
thirteen,satellite,13;xiii
thirteenth,satellite,13th
thirtieth,satellite,30th
thirty,noun,30;XXX
thirty,satellite,30;xxx
thirty-eight,satellite,38;xxxviii
thirty-eighth,satellite,38th
thirty-fifth,satellite,35th
thirty-first,satellite,31st
thirty-five,satellite,35;xxxv
thirty-four,satellite,34;xxxiv
thirty-fourth,satellite,34th
thirty-nine,satellite,39;ixl
thirty-ninth,satellite,39th
thirty-one,satellite,31;xxxi
thirty-second,noun,one-thirty-second;thirty-second part
thirty-second,satellite,32nd
thirty-seven,satellite,37;xxxvii
thirty-seventh,satellite,37th
thirty-six,satellite,36;xxxvi
thirty-sixth,satellite,36th
thirty-third,satellite,33rd
thirty-three,satellite,33;xxxiii
thirty-two,satellite,32;xxxii
thoracic,adjective,pectoral
thoreauvian,adjective,Thoreauvian
thoriated,verb,thoriate
thoriated,adjective,tittering
thornless,satellite,spineless
thorny,satellite,barbed;barbellate;briary;briery;bristled;bristly;burred;burry;prickly;setose;setaceous;spiny
thorough,satellite,exhaustive;thoroughgoing
thoroughbred,noun,purebred;pureblood
thoroughbred,satellite,pedigree;pedigreed;pureblood;pureblooded
thoroughgoing,satellite,exhaustive;thorough|arrant;complete;consummate;double-dyed;everlasting;gross;perfect;pure;sodding;stark;staring;utter;unadulterated
thought-provoking,satellite,challenging
thoughtful,satellite,serious-minded
thoughtful,adjective,heedful;attentive;paying attention
thoughtless,satellite,uncaring;unthinking
thousand,noun,one thousand;1000;M;K;chiliad;G;grand;thou;yard
thousand,satellite,one thousand;1000;m;k
thousandth,noun,one-thousandth
thousandth,satellite,1000th
thracian,noun,Thracian|Thracian
thracian,adjective,Thracian
threadbare,satellite,banal;commonplace;hackneyed;old-hat;shopworn;stock;timeworn;tired;trite;well-worn
threaded,verb,weave;wind;thread;meander;wander|thread|thread|thread|string;thread;draw
threadlike,satellite,filamentous;filiform;filamentlike;thready
thready,satellite,ropy;ropey;stringy|filamentous;filiform;filamentlike;threadlike
threatened,verb,endanger;jeopardize;jeopardise;menace;threaten;imperil;peril|threaten|threaten
threatening,verb,endanger;jeopardize;jeopardise;menace;threaten;imperil;peril|threaten|threaten
threatening,satellite,baleful;forbidding;menacing;minacious;minatory;ominous;sinister|heavy;lowering;sullen
three,noun,3;III;trio;threesome;tierce;leash;troika;triad;trine;trinity;ternary;ternion;triplet;tercet;terzetto;trey;deuce-ace|trey
three,satellite,3;iii
three-d,noun,three-D;3-D;3D|three-D;3-D;3D
three-d,satellite,three-dimensional;3-dimensional;third-dimensional
three-dimensional,satellite,3-dimensional;third-dimensional;three-d
three-dimensional,adjective,cubic
three-fold,satellite,treble;threefold;triple|double;dual;twofold;two-fold;treble;threefold
three-hundredth,satellite,300th
three-lobed,satellite,trilobate;trilobated;trilobed
three-membered,satellite,3-membered
three-party,satellite,tripartite;three-way
three-petaled,satellite,three-petalled
three-petalled,satellite,three-petaled
three-sided,satellite,trilateral;triangular
three-way,satellite,tripartite;three-party
three-wheel,adjective,three-wheeled
three-wheeled,adjective,three-wheel
three hundred,satellite,300;ccc
threefold,satellite,treble;three-fold;triple|double;dual;twofold;two-fold;treble;three-fold
threefold,adverb,three times
threepenny,satellite,sixpenny;twopenny;tuppeny;two-a-penny;twopenny-halfpenny
threescore,satellite,sixty;60;lx
thrifty,satellite,careful
thrilled,verb,thrill|thrill;tickle;vibrate|shudder;shiver;throb;thrill|exhilarate;tickle pink;inebriate;thrill;exalt;beatify
thrilling,verb,thrill|thrill;tickle;vibrate|shudder;shiver;throb;thrill|exhilarate;tickle pink;inebriate;thrill;exalt;beatify
thrilling,satellite,electrifying
thriving,verb,boom;thrive;flourish;expand|thrive;prosper;fly high;flourish
thriving,satellite,booming;flourishing;palmy;prospering;prosperous;roaring
throbbing,noun,throb;pounding
throbbing,verb,throb|pulsate;throb;pulse|shudder;shiver;throb;thrill
thrombosed,verb,thrombose
thronged,verb,throng;mob;pack;pile;jam
through,satellite,done;through with
through,adverb,through and through
through with,satellite,done;through|done with
throwaway,noun,street arab;gamin|circular;handbill;bill;broadside;broadsheet;flier;flyer
throwaway,satellite,cast-off;discarded;thrown-away
throwback,noun,atavist|atavism;reversion
throwback,satellite,atavistic
thrown,verb,throw|throw|shed;cast;cast off;shake off;throw;throw off;throw away;drop|throw;thrust|give;throw|throw;flip;switch|project;cast;contrive;throw|throw|bewilder;bemuse;discombobulate;throw|hurl;throw|hold;throw;have;make;give|throw|throw|throw|confuse;throw;fox;befuddle;fuddle;bedevil;confound;discombobulate
thrown,satellite,thrown and twisted
thrown-away,satellite,cast-off;discarded;throwaway
thrown and twisted,satellite,thrown
thudding,verb,thud;thump|thud|crump;thud;scrunch
thudding,satellite,dull
thumbed,verb,hitchhike;hitch;thumb|flick;flip;thumb;riffle;leaf;riff|finger;thumb
thumping,noun,thump;clump;clunk;thud
thumping,verb,beat;pound;thump|thud;thump|thump;pound;poke
thumping,satellite,humongous;banging;whopping;walloping
thundering,verb,thunder|thunder;roar|thunder;boom|thunder
thunderous,satellite,deafening;earsplitting;thundery
thunderstruck,satellite,dumbfounded;dumfounded;flabbergasted;stupefied;dumbstruck;dumbstricken
thundery,satellite,deafening;earsplitting;thunderous
thwarted,verb,thwart;queer;spoil;scotch;foil;cross;frustrate;baffle;bilk
thwarted,satellite,defeated;disappointed;discomfited;foiled;frustrated
thwarting,noun,frustration;foiling
thwarting,verb,thwart;queer;spoil;scotch;foil;cross;frustrate;baffle;bilk
thwarting,satellite,frustrating;frustrative
thwartwise,satellite,cross;transverse;transversal
thyroid,noun,thyroid gland
thyroid,adjective,thyroidal
thyroidal,adjective,thyroid
tibetan,noun,Tibetan|Tibetan
tibetan,adjective,Tibetan
tickling,noun,tickle;titillation
tickling,verb,tickle;titillate;vellicate|thrill;tickle;vibrate|tickle
tickling,satellite,tingling;titillating
ticklish,satellite,delicate;touchy
tiddly,satellite,potty;tipsy
tidy,verb,tidy up;clean up;neaten;straighten;straighten out;square away
tidy,satellite,kempt|goodly;goodish;healthy;hefty;respectable;sizable;sizeable
tied,verb,tie;bind|tie;draw|tie|connect;link;tie;link up|tie|bind;tie;attach;bond|marry;wed;tie;splice|tie|tie
tied,satellite,trussed|even;level
tied,adjective,fastened|laced
tight,satellite,taut|compressed|mean;mingy;miserly|close|close|besotted;blind drunk;blotto;crocked;cockeyed;fuddled;loaded;pie-eyed;pissed;pixilated;plastered;slopped;sloshed;smashed;soaked;soused;sozzled;squiffy;stiff;wet|nasty|rigorous;stringent
tight,adverb,fast|close;closely
tight-fitting,satellite,tightfitting;tight fitting;tightly fitting;skinny
tight-knit,satellite,tightly knit
tight-laced,satellite,priggish;prim;prissy;prudish;puritanical;square-toed;straitlaced;strait-laced;straightlaced;straight-laced;victorian
tight fitting,satellite,tight-fitting;tightfitting;tightly fitting;skinny
tightfisted,satellite,closefisted;hardfisted
tightfitting,satellite,tight-fitting;tight fitting;tightly fitting;skinny
tightlipped,satellite,close;closelipped;closemouthed;secretive
tightly fitting,satellite,tight-fitting;tightfitting;tight fitting;skinny
tightly knit,satellite,tight-knit
tiled,verb,tile
tillable,satellite,arable;cultivable;cultivatable
tilled,verb,till
tilted,verb,lean;tilt;tip;slant;angle|cant;cant over;tilt;slant;pitch|careen;wobble;shift;tilt|tilt
tilted,satellite,atilt;canted;leaning;tipped
time-honored,satellite,time-honoured|time-honoured
time-honoured,satellite,time-honored|time-honored
time-tested,satellite,tested;tried;tried and true
timed,verb,clock;time|time|time|time|time
timeless,satellite,dateless
timely,satellite,seasonable;well-timed;well timed
timely,adverb,seasonably;well-timed;apropos
timeserving,satellite,opportunist;opportunistic
timeworn,satellite,banal;commonplace;hackneyed;old-hat;shopworn;stock;threadbare;tired;trite;well-worn
timid,noun,cautious
timid,adjective,diffident;shy;unsure
timid,satellite,faint;fainthearted;faint-hearted
timorese,noun,Timorese
timorese,adjective,Timorese
timorous,satellite,fearful;trepid
tined,verb,tin|can;tin;put up|tin
tined,satellite,pronged
tingling,noun,prickling;tingle
tingling,verb,tingle;prickle
tingling,satellite,tickling;titillating
tinkling,verb,tinkle;tink;clink;chink
tinkling,satellite,tinkly
tinkly,satellite,tinkling
tinned,verb,tin|can;tin;put up|tin
tinned,satellite,canned
tinny,satellite,bum;cheap;cheesy;chintzy;crummy;punk;sleazy
tinseled,verb,tinsel|tinsel|tinsel
tinseled,satellite,clinquant;tinselly
tinselly,satellite,clinquant;tinseled
tiny,satellite,bantam;diminutive;lilliputian;midget;petite;flyspeck
tip-and-run,satellite,hit-and-run
tip-tilted,satellite,retrousse;upturned
tipped,verb,tip|tip|tip;fee;bung|topple;tumble;tip|lean;tilt;tip;slant;angle|tiptoe;tip;tippytoe|tap;tip|tip off;tip|tip
tipped,satellite,atilt;canted;leaning;tilted
tippy,satellite,crank;cranky;tender
tipsy,satellite,potty;tiddly
tiptoe,verb,tip;tippytoe
tiptop,noun,acme;height;elevation;peak;pinnacle;summit;superlative;meridian;top
tiptop,satellite,ace;A-one;crack;first-rate;super;topnotch;top-notch;tops
tired,verb,tire;pall;weary;fatigue;jade|tire;wear upon;tire out;wear;weary;jade;wear out;outwear;wear down;fag out;fag;fatigue|run down;exhaust;play out;sap;tire|bore;tire
tired,satellite,banal;commonplace;hackneyed;old-hat;shopworn;stock;threadbare;timeworn;trite;well-worn
